Sezon;Data;Gospodarz;Gość;Wynik;Rola;Przeciwnik;Zawodnik;Minuty;Gole;Status;Karne;Żółte;Czerwone;Wejście;Zejście
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Bogusław Zioło;90;0;Cały mecz;0;0;0;0;0
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Paweł Senecki;90;0;Cały mecz;0;0;0;0;0
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Krystian Gańcarczyk;90;0;Cały mecz;0;0;0;0;0
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Marek Móll;90;0;Cały mecz;0;0;0;0;0
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Dariusz Ziółkowski;70;0;Zszedł;0;0;0;0;70
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Tomasz Duleba;20;0;Wszedł;0;0;0;70;90
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Tomasz Gębczyński;45;0;Zszedł;0;0;0;0;45
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Jarosław Gawłowski;45;0;Wszedł;0;0;0;45;90
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Tomasz Moskała;90;0;Cały mecz;0;0;0;0;0
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Jacek Czernek;70;0;Zszedł;0;0;0;0;70
1997/1998;18.10.1997;Skawa Wadowice;BBTS;0 - 0;Gość;Skawa Wadowice;Grzegorz Bak;20;0;Wszedł;0;0;0;70;90
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Wiesław Wawrzuta;90;1;Cały mecz;0;0;0;0;0
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Bogusław Zioło;90;0;Cały mecz;0;0;0;0;0
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Paweł Senecki;90;0;Cały mecz;0;0;0;0;0
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Krystian Gańcarczyk;90;0;Cały mecz;0;0;0;0;0
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Marek Móll;82;1;Zszedł;0;0;0;0;82
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Jarosław Gawłowski;8;0;Wszedł;0;0;0;82;90
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Grzegorz Bak;84;0;Zszedł;0;0;0;0;84
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Tomasz Gębczyński;6;0;Wszedł;0;0;0;84;90
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Jacek Czernek;60;0;Zszedł;0;0;0;0;60
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Dariusz Ziółkowski;30;0;Wszedł;0;0;0;60;90
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Marek Sokołowski;86;0;Zszedł;0;0;0;0;86
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Tomasz Duleba;4;0;Wszedł;0;0;0;86;90
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Tomasz Moskała;90;1;Cały mecz;0;0;0;0;0
1997/1998;24.10.1997;BBTS;Garbarz Zembrzyce;3 - 1;Gospodarz;Garbarz Zembrzyce;Rafał Studencki;90;0;Cały mecz;0;0;0;0;0
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Bogusław Zioło;90;0;Cały mecz;0;0;0;0;0
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Paweł Senecki;90;0;Cały mecz;0;0;0;0;0
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Krystian Gańcarczyk;75;0;Zszedł;0;0;0;0;75
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Tomasz Gębczyński;15;0;Wszedł;0;0;0;75;90
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Marek Móll;90;0;Cały mecz;0;0;0;0;0
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Grzegorz Bak;46;0;Zszedł;0;0;0;0;46
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Jarosław Gawłowski;44;0;Wszedł;0;0;0;46;90
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Jacek Czernek;46;0;Zszedł;0;0;0;0;46
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Dariusz Ziółkowski;44;0;Wszedł;0;0;0;46;90
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Tomasz Moskała;90;0;Cały mecz;0;0;0;0;0
1997/1998;02.11.1997;Beskid Andrychów;BBTS;2 - 0;Gość;Beskid Andrychów;Rafał Studencki;90;0;Cały mecz;0;0;0;0;0
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Bogusław Zioło;90;0;Cały mecz;0;0;0;0;0
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Paweł Senecki;90;0;Cały mecz;0;0;0;0;0
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Dariusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Marek Móll;90;0;Cały mecz;0;0;0;0;0
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Tomasz Gębczyński;70;0;Zszedł;0;0;0;0;70
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Tomasz Duleba;20;0;Wszedł;0;0;0;70;90
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Jarosław Gawłowski;80;1;Zszedł;0;0;0;0;80
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Grzegorz Bak;10;0;Wszedł;0;0;0;80;90
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Marek Sokołowski;85;0;Zszedł;0;0;0;0;85
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Krystian Gańcarczyk;5;0;Wszedł;0;0;0;85;90
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Tomasz Moskała;90;1;Cały mecz;0;0;0;0;0
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Jacek Czernek;70;1;Zszedł;0;0;0;0;70
1997/1998;08.11.1997;Babia Góra Sucha Beskidzka;BBTS;1 - 3;Gość;Babia Góra Sucha Beskidzka;Rafał Studencki;20;0;Wszedł;0;0;0;70;90
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Bogusław Zioło;90;1;Cały mecz;0;0;0;0;0
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Paweł Senecki;90;0;Cały mecz;0;0;0;0;0
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Dariusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Marek Móll;80;0;Zszedł;0;0;0;0;80
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Krzysztof Szczygieł;10;0;Wszedł;0;0;0;80;90
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Rafał Studencki;90;0;Cały mecz;0;0;0;0;0
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Jarosław Gawłowski;75;0;Zszedł;0;0;0;0;75
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Tomasz Gębczyński;15;0;Wszedł;0;0;0;75;90
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Tomasz Moskała;90;3;Cały mecz;0;0;0;0;0
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Jacek Czernek;70;0;Zszedł;0;0;0;0;70
1997/1998;11.11.1997;BBTS;Podhalanka Milówka;5 - 0;Gospodarz;Podhalanka Milówka;Grzegorz Bak;20;1;Wszedł;0;0;0;70;90
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Krzysztof Skrzyp;90;0;Cały mecz;0;0;0;0;0
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Krystian Gańcarczyk;90;0;Cały mecz;0;0;0;0;0
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Dariusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Tomasz Duleba;55;0;Zszedł;0;0;0;0;55
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Tomasz Gębczyński;35;0;Wszedł;0;0;0;55;90
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Grzegorz Bak;67;0;Zszedł;0;0;0;0;67
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Maciej Matejko;23;0;Wszedł;0;0;0;67;90
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Rafał Studencki;90;0;Cały mecz;0;0;0;0;0
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Tomasz Moskała;90;0;Cały mecz;0;0;0;0;0
1997/1998;04.04.1998;Hejnał Kęty;BBTS;0 - 0;Gość;Hejnał Kęty;Piotr Kuś;90;0;Cały mecz;0;0;0;0;0
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Krystian Gańcarczyk;90;0;Cały mecz;0;0;0;0;0
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Krzysztof Skrzyp;90;0;Cały mecz;0;0;0;0;0
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Dariusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Tomasz Gębczyński;90;0;Cały mecz;0;0;0;0;0
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Grzegorz Bak;60;0;Zszedł;0;0;0;0;60
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Maciej Matejko;30;0;Wszedł;0;0;0;60;90
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Rafał Studencki;46;0;Zszedł;0;0;0;0;46
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Tomasz Duleba;44;0;Wszedł;0;0;0;46;90
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Tomasz Moskała;90;0;Cały mecz;0;0;0;0;0
1997/1998;13.04.1998;BBTS;Pionier Pisarzowice;1 - 0;Gospodarz;Pionier Pisarzowice;Piotr Kuś;90;1;Cały mecz;0;0;0;0;0
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Krzysztof Nolka;80;0;Zszedł;0;0;0;0;80
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Marcin Ślęzak;10;0;Wszedł;0;0;0;80;90
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Krystian Gańcarczyk;90;0;Cały mecz;0;0;0;0;0
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Paweł Senecki;90;1;Cały mecz;0;0;0;0;0
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Dariusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Tomasz Duleba;90;2;Cały mecz;0;0;0;0;0
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Piotr Kuś;90;0;Cały mecz;0;0;0;0;0
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Tomasz Gębczyński;58;0;Zszedł;0;0;0;0;58
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Grzegorz Bak;32;0;Wszedł;0;0;0;58;90
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Tomasz Moskała;90;1;Cały mecz;0;0;0;0;0
1997/1998;19.04.1998;Jedność Wieprz;BBTS;1 - 6;Gość;Jedność Wieprz;Maciej Matejko;90;2;Cały mecz;0;0;0;0;0
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Krystian Gańcarczyk;90;0;Cały mecz;0;0;0;0;0
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Dariusz Ziółkowski;90;2;Cały mecz;0;0;0;0;0
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Paweł Senecki;90;0;Cały mecz;0;0;0;0;0
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Tomasz Duleba;90;0;Cały mecz;0;0;0;0;0
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Piotr Kuś;32;0;Zszedł;0;0;0;0;32
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Krzysztof Skrzyp;58;0;Wszedł;0;0;0;32;90
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Tomasz Gębczyński;90;0;Cały mecz;0;0;0;0;0
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Rafał Studencki;58;0;Zszedł;0;0;0;0;58
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Krzysztof Szczygieł;32;0;Wszedł;0;0;0;58;90
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Tomasz Moskała;90;0;Cały mecz;0;0;0;0;0
1997/1998;25.04.1998;BBTS;Cukrownik Chybie;2 - 0;Gospodarz;Cukrownik Chybie;Maciej Matejko;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Krystian Gańcarczyk;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Paweł Senecki;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Dariusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Marek Móll;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Tomasz Gębczyński;45;0;Zszedł;0;0;0;0;45
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Grzegorz Bak;45;0;Wszedł;0;0;0;45;90
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Tomasz Duleba;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Tomasz Moskała;90;0;Cały mecz;0;0;0;0;0
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Maciej Matejko;60;0;Zszedł;0;0;0;0;60
1997/1998;01.05.1998;Kuźnia Ustroń;BBTS;2 - 0;Gość;Kuźnia Ustroń;Rafał Studencki;30;0;Wszedł;0;0;0;60;90
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Krystian Gańcarczyk;90;0;Cały mecz;0;0;0;0;0
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Paweł Senecki;65;0;Zszedł;0;0;0;0;65
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Rafał Studencki;25;0;Wszedł;0;0;0;65;90
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Dariusz Ziółkowski;90;0;Cały mecz;0;0;0;0;0
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Marek Móll;80;0;Zszedł;0;0;0;0;80
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Krzysztof Szczygieł;10;0;Wszedł;0;0;0;80;90
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Tomasz Gębczyński;90;0;Cały mecz;0;0;0;0;0
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Piotr Kuś;90;0;Cały mecz;0;0;0;0;0
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Marek Sokołowski;15;0;Zszedł;0;0;0;0;15
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Grzegorz Bak;75;0;Wszedł;0;0;0;15;90
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Tomasz Moskała;90;2;Cały mecz;0;0;0;0;0
1997/1998;03.05.1998;BBTS;Wisła Strumień;2 - 0;Gospodarz;Wisła Strumień;Maciej Matejko;90;0;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Krzysztof Nolka;90;0;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Krystian Gańcarczyk;90;0;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Wiesław Wawrzuta;90;0;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Paweł Senecki;90;0;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Dariusz Ziółkowski;90;1;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Marek Móll;60;0;Zszedł;0;0;0;0;60
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Rafał Studencki;30;0;Wszedł;0;0;0;60;90
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Tomasz Gębczyński;90;0;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Tomasz Duleba;90;0;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Piotr Kuś;90;0;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Tomasz Moskała;90;0;Cały mecz;0;0;0;0;0
1997/1998;09.05.1998;Śrubiarnia Żywiec;BBTS;1 - 1;Gość;Śrubiarnia Żywiec;Maciej Matejko;90;0;Cały mecz;0;0;0;0;0
1997/1998;16.05.1998;LKS Niwa Nowa Wieś;BBTS;0 - 5;Gość;LKS Niwa Nowa Wieś;Krzysztof Nolka;85;0;Zszedł;0;0;0;0;85
1997/1998;16.05.1998;LKS Niwa Nowa Wieś;BBTS;0 - 5;Gość;LKS Niwa Nowa Wieś;Michał Klimczak;5;0;Wszedł;0;0;0;85;90
1997/1998;16.05.1998;LKS Niwa Nowa Wieś;BBTS;0 - 5;Gość;LKS Niwa Nowa Wieś;Krystian Gańcarczyk;45;0;Zszedł;0;0;0;0;45
